route_distance_km,traffic_index,weather,vehicle_age_years,package_weight_kg,priority,warehouse_delay_hr,stop_count,weekend,delivery_time_hr
14.8,84.1820838350721,Clear,2,6.18,Standard,0.49536466746154484,5,1,6.1
26.2,43.22076588696673,Clear,8,1.06,Standard,0.18765664302194263,6,0,5.33
57.0,38.24804407671303,Rain,3,1.74,Standard,1.6945135647293803,10,0,8.23
39.1,52.90281318975432,Clear,8,5.41,Standard,0.5390569438746728,8,0,6.95
7.1,84.96643292632814,Clear,6,3.39,Standard,0.29256009236415237,3,1,3.3
11.2,39.085147361012176,Clear,4,2.81,Standard,1.2948685069443797,6,0,5.24
45.2,10.0,Clear,3,6.12,Express,0.0,11,0,6.44
35.6,56.07582107271909,Rain,8,5.36,Express,1.2375773823742633,8,0,6.39
72.5,72.09141252329816,Storm,4,3.45,Standard,2.0469798016206004,15,0,12.75
20.3,36.751493212482465,Clear,3,0.42,Express,1.1966254829845622,7,0,4.44
16.2,70.26277912035876,Clear,5,3.04,Standard,1.2465288213819474,7,0,5.76
26.9,36.353602269775784,Clear,4,4.02,Express,1.4090421518352385,9,0,5.44
20.1,52.361946357549776,Clear,8,0.75,Standard,1.996795620072863,7,0,5.92
43.1,68.54828167514903,Clear,2,3.93,Standard,1.646925772013373,8,0,7.31
19.7,33.625622768708105,Rain,5,6.3,Standard,1.1077688055911166,5,0,6.32
22.5,58.26723996713598,Clear,6,3.03,Standard,1.432723980445201,9,0,6.41
15.1,76.86952320326027,Clear,3,1.43,Standard,0.17984555217442266,7,0,3.4
37.8,63.53081378580431,Clear,7,0.45,Standard,1.3434055135231255,7,0,6.55
15.6,42.02873096336618,Clear,6,3.98,Standard,0.09611082017137673,5,0,5.23
32.0,82.33693034890229,Clear,4,0.82,Standard,0.5430843069578615,9,1,6.07
61.9,66.85106521460483,Rain,5,4.5,Standard,0.0,13,0,7.9
9.3,21.51193600136248,Clear,6,8.82,Standard,1.0810007615572235,1,0,4.6
52.8,70.55638506521608,Rain,2,1.8,Standard,0.3492895922241532,13,0,7.48
29.9,44.71526345648901,Clear,7,2.59,Standard,1.5778016506431238,7,0,5.44
13.8,58.53814385756436,Clear,4,9.14,Standard,1.073134827423782,4,0,5.99
27.4,73.14407207727868,Clear,5,3.29,Express,1.5868671262911378,7,0,5.36
37.2,45.10711747603299,Clear,6,2.2,Express,0.04148241872922365,9,0,4.04
16.8,25.37933294724735,Clear,5,5.74,Standard,1.5268702260117428,5,0,5.61
32.9,82.09981345430491,Clear,5,2.28,Standard,2.2740994410543287,7,0,6.61
55.0,75.96250248163506,Rain,6,1.71,Standard,1.334910809952326,13,1,8.72
19.7,53.42939176270698,Rain,1,4.45,Express,1.3532443060846022,3,1,6.19
15.0,70.36158612685807,Clear,3,6.04,Standard,0.9187183734764546,5,1,4.54
24.3,48.35103882285368,Clear,8,1.7,Standard,0.4327318536042451,3,0,3.76
26.7,56.74546318169529,Clear,4,3.47,Standard,1.3328346608910562,7,1,5.31
44.2,52.40281703253868,Clear,4,2.67,Standard,0.0,12,1,6.3
23.9,49.07900646356856,Clear,7,2.98,Standard,0.5075714125554286,5,1,5.77
20.6,61.467446441543586,Rain,7,1.44,Standard,0.0,7,0,5.43
14.8,33.252781174379415,Clear,7,4.68,Standard,0.30744053587944203,7,1,6.81
10.0,50.471545046219575,Clear,4,7.66,Standard,1.249431564325493,1,0,5.89
12.5,60.66063050470129,Clear,5,1.67,Standard,1.1537753633543244,4,0,3.97
12.5,88.08581274330945,Clear,7,4.67,Standard,0.835639586874831,1,0,4.28
22.6,33.98438412437147,Clear,6,5.66,Standard,0.9192806958434075,6,1,8.07
11.0,64.3699550391837,Clear,3,3.46,Express,0.0,4,1,4.05
25.2,66.3426779757015,Clear,2,4.55,Standard,0.5392064036003597,3,0,5.45
61.2,21.219062847710738,Clear,4,1.82,Standard,0.3230538754953531,17,0,7.36
44.8,62.389576259366535,Clear,6,7.4,Standard,0.3386582166398215,11,0,7.81
22.5,70.84513142170806,Rain,3,6.07,Standard,1.2197050394696274,5,0,6.0
81.4,65.59574822888382,Clear,3,6.51,Standard,0.19764487144628273,20,0,10.33
26.7,53.489309412291846,Clear,1,1.26,Standard,0.3767234049108124,5,0,4.32
28.7,60.99832065740372,Rain,8,4.18,Standard,0.0,6,1,6.06
24.0,58.057204550482545,Clear,6,1.92,Standard,0.5941137737366813,3,0,4.29
25.5,24.589767910326493,Clear,4,7.79,Standard,0.03851371660046632,10,0,6.49
19.3,58.47976584558039,Clear,7,1.7,Standard,0.8554420500827505,6,1,5.51
22.7,48.3927326923299,Clear,5,3.55,Standard,0.13422436728027487,8,1,6.86
52.9,42.31320092203631,Clear,7,0.59,Standard,0.8731795718844514,13,1,6.52
47.3,99.72945916455977,Rain,3,3.54,Standard,0.6987199674803598,12,0,8.47
7.8,77.54708295315203,Storm,3,1.27,Standard,1.9704292411296245,4,1,6.83
11.7,34.29690291434102,Clear,2,4.32,Standard,1.1480525863172355,5,0,3.59
16.9,61.2394515381851,Clear,7,2.73,Standard,0.0,6,1,4.23
41.1,81.24445496015784,Clear,8,2.33,Standard,0.0,9,0,6.65
47.8,28.068415226631966,Clear,8,7.92,Express,0.8386456062946333,11,1,7.71
37.2,56.38569654532877,Clear,1,10.88,Express,0.14910643612514463,10,0,5.59
13.8,57.23330906295088,Clear,8,1.0,Standard,0.0,5,0,2.09
19.5,32.05912811501759,Rain,3,2.39,Standard,1.7446824196836204,4,1,7.6
33.2,61.83190548302014,Clear,3,5.16,Standard,1.3041568118337854,7,1,7.09
22.8,75.09243502932625,Clear,8,3.87,Standard,1.1646838114442402,8,0,5.78
21.2,82.14485664554476,Clear,5,4.98,Express,0.3748738681703595,6,1,5.39
21.4,50.51144617073298,Rain,5,2.86,Express,1.0993737397069507,7,0,5.64
45.5,100.0,Rain,8,6.23,Express,0.30694777304538295,9,0,7.76
34.9,17.956598438858407,Clear,2,3.45,Standard,0.9434001101523836,7,0,5.47
22.0,61.41190077666032,Clear,6,4.02,Standard,0.1555917419144659,5,0,3.96
30.6,29.5787022412626,Rain,2,1.27,Express,1.8614019153892098,8,0,6.55
12.8,56.62328747494419,Clear,2,3.22,Standard,0.0,4,1,3.25
19.6,45.60567849810947,Rain,8,5.19,Express,1.6625986806575819,8,0,6.19
43.3,64.1237942150301,Clear,5,3.73,Standard,0.8272410796121312,11,0,7.79
10.7,52.7161471461605,Clear,7,3.31,Standard,0.45737310326060654,7,1,5.94
35.2,40.13228479552271,Clear,7,4.18,Standard,0.9169020451870169,10,1,8.33
7.7,41.314762943848365,Rain,8,3.43,Standard,1.3133436050247267,1,0,6.1
57.4,89.78427095409195,Clear,7,2.93,Standard,1.7567227156860779,15,0,9.72
19.3,62.98342729232347,Rain,6,5.3,Standard,1.0192001161934725,4,0,5.42
31.8,24.361683282309013,Clear,5,2.79,Standard,0.17651274031640596,9,0,5.95
27.5,64.91417923210174,Clear,8,1.21,Standard,0.838941086636052,6,0,6.68
28.0,51.49582007755605,Clear,1,7.69,Standard,2.071755265663661,11,0,7.37
30.4,55.0828195677485,Clear,4,1.96,Standard,1.7433746598588367,10,1,8.02
9.7,69.75798677167235,Clear,4,0.96,Express,1.436134434687051,3,0,3.48
28.3,76.29808912683123,Clear,8,4.52,Standard,1.3569809140856708,7,0,8.26
23.5,39.5413708974276,Rain,8,8.31,Standard,1.2896150634245793,7,1,7.83
19.4,54.46465022520309,Clear,1,4.59,Express,1.6111283841569088,7,0,6.54
16.9,45.170001950705746,Storm,7,7.02,Express,0.4803598499946664,5,0,7.09
28.7,65.74351925933672,Clear,4,1.56,Standard,0.0,6,1,6.48
15.1,50.81851911274895,Rain,6,1.22,Express,0.848302450515943,4,1,4.48
42.9,55.52652663463376,Clear,8,2.38,Standard,0.22769288925561637,11,0,6.83
32.9,50.135018301817034,Clear,5,5.94,Standard,0.061485471235971034,10,0,5.27
29.6,53.08984871975203,Clear,4,4.33,Standard,0.2958049963884478,9,1,6.74
42.0,85.68371810670644,Clear,6,4.54,Standard,2.53971974717358,9,0,9.99
8.9,98.03379096581904,Rain,5,3.31,Express,0.895287243853091,5,0,7.09
12.6,61.78765768736457,Clear,8,2.41,Standard,1.0533354854526917,4,0,5.32
33.7,53.20054396329574,Clear,6,3.41,Express,0.0,10,0,5.3
17.4,26.278538303985705,Rain,1,2.73,Standard,0.0,9,1,4.68
18.6,41.312472403395276,Clear,8,2.3,Standard,0.226663149816836,5,0,4.6
11.7,52.71875135585369,Rain,2,3.93,Standard,1.8067369096461237,6,1,6.65
15.1,42.12886202852633,Clear,1,2.55,Express,1.0339928262535647,4,1,3.88
43.4,44.0217862683054,Rain,4,3.64,Standard,1.2190165640110746,11,1,8.77
33.3,83.35701053301098,Clear,5,0.64,Express,1.316996227441443,9,1,6.13
28.5,55.51823464729267,Clear,6,3.45,Express,0.38605543414120563,7,1,5.09
19.0,57.12781584523486,Clear,4,2.54,Standard,1.7715759087813572,9,0,5.97
27.6,42.86456991391192,Storm,4,7.25,Standard,0.3570346805444725,7,0,7.58
45.3,76.19580504585255,Clear,8,0.93,Express,1.7843626514837871,12,1,8.85
17.7,51.17358469620578,Clear,2,3.28,Express,1.1096115092947385,3,0,3.9
25.5,45.624454027284585,Clear,7,5.23,Standard,0.0,8,0,5.5
59.3,26.546485288430052,Storm,4,2.8,Standard,0.2763933593796256,16,0,8.42
36.9,53.90016555247541,Rain,2,2.48,Standard,0.0,9,0,6.45
19.1,45.06295596800677,Storm,5,5.22,Standard,1.614297492955946,2,1,8.7
35.4,85.32243542830419,Clear,5,4.26,Standard,0.7826852054383193,9,1,7.26
10.6,88.19017645603512,Clear,6,4.47,Standard,0.0,4,0,6.05
24.9,32.764951094207056,Clear,7,2.3,Standard,1.0630228172037608,8,1,4.29
35.4,34.80124171814205,Rain,2,2.1,Standard,0.42398501632817603,12,0,7.01
31.5,50.02624656772394,Clear,1,3.65,Standard,0.0,8,1,5.91
35.2,40.31131788290311,Clear,5,5.5,Standard,1.974576085878088,8,0,7.94
39.2,58.91349836236084,Rain,8,1.1,Standard,0.8751001062676051,8,1,7.97
32.7,49.120777196459784,Clear,7,2.87,Standard,0.5945980183806813,9,0,6.4
32.3,60.049582129994654,Clear,6,2.17,Standard,0.5204026533097881,9,0,6.53
28.9,73.2896833896454,Clear,1,3.11,Standard,0.0,7,1,4.89
14.2,35.844012813960866,Clear,5,4.92,Standard,0.0,6,0,4.21
43.4,72.91380200459318,Rain,5,1.68,Standard,1.6994417494125584,11,1,9.23
25.4,41.88425654223681,Clear,6,4.57,Express,0.4682819911499967,7,0,3.59
36.5,93.67269128467797,Clear,6,2.35,Standard,0.8154473906558045,8,0,7.46
41.1,84.17756739248898,Clear,3,6.05,Standard,0.0,9,0,6.31
19.6,52.964553954047766,Clear,8,1.75,Express,0.0,2,0,1.75
20.5,37.65549799845925,Clear,4,5.45,Standard,1.226868763912327,6,0,5.2
22.0,34.2124123658575,Clear,4,1.19,Express,1.0643982320796836,6,1,3.7
47.5,70.72531303734154,Clear,1,3.49,Standard,2.0273626391070207,12,0,9.38
15.8,54.45275020245103,Clear,4,4.64,Standard,1.7400694321418584,6,1,6.63
51.6,71.68360394353525,Clear,1,1.78,Standard,0.6385023192606238,13,0,8.31
28.7,94.67612144732152,Clear,7,2.22,Standard,1.1310674952992898,8,0,6.38
29.7,41.13310710310978,Rain,5,3.13,Standard,0.5783775899678483,8,0,6.98
40.2,32.857511612354415,Rain,3,2.47,Standard,2.238366873047054,8,0,10.27
27.1,58.466084221587266,Rain,3,2.07,Standard,1.6043102872366797,7,1,7.82
43.6,75.60567300614136,Clear,8,5.27,Express,0.9187795636004259,11,0,7.88
19.6,38.071714783856365,Clear,8,6.44,Standard,0.9402763494134461,5,0,6.17
50.8,55.62324529766643,Clear,5,6.21,Standard,1.8113952010818655,13,0,8.17
20.4,79.66078590107782,Clear,6,4.15,Standard,1.205704492979693,5,0,6.58
51.8,25.608198907173296,Clear,8,4.51,Standard,1.89103961194906,13,0,8.99
20.7,59.23572330590379,Clear,8,1.57,Standard,0.0,6,0,4.2
22.3,45.27814431522187,Storm,2,2.94,Standard,1.122859783049159,8,0,6.9
14.8,57.23481863748346,Clear,2,3.31,Standard,0.43919559472303055,6,1,5.33
17.0,67.77611723050639,Clear,4,3.73,Express,2.0294645913395946,6,1,5.32
25.5,58.974553141985645,Rain,6,3.69,Standard,1.8824790810328804,4,0,9.02
29.3,36.81599676198661,Clear,1,3.14,Standard,0.8229850663709147,10,0,5.58
42.0,45.977569511797384,Rain,7,4.12,Standard,1.874941685167722,13,1,8.91
23.2,80.67867364584039,Rain,3,3.58,Standard,2.048180163994754,6,1,7.95
13.8,60.92079209063377,Storm,4,3.58,Standard,0.8520846703483032,5,1,7.31
31.5,70.12574429652727,Clear,8,1.87,Express,2.5303536407023,7,1,9.3
28.3,59.50531558329476,Rain,5,1.32,Express,0.7780611931311943,5,0,4.53
33.3,69.56408922835456,Clear,6,3.75,Standard,0.6498353347648638,8,1,6.81
18.3,47.869370381128206,Clear,8,2.29,Standard,1.4061108120090404,5,1,5.57
19.5,41.18479035818616,Clear,3,1.93,Standard,0.5523464882003803,5,0,4.48
18.3,68.74655888526485,Clear,1,4.71,Standard,0.8597378430564258,4,0,4.67
46.1,75.29273218802001,Clear,1,2.96,Standard,1.786604096835637,10,0,7.19
51.1,38.54293640566044,Clear,2,7.04,Standard,0.8134531965520893,12,0,7.59
19.0,44.632993394372896,Rain,4,4.4,Standard,0.0,5,0,4.79
19.2,52.06192429184368,Rain,8,1.79,Standard,1.0571235714944378,7,0,5.86
35.6,84.15684288968768,Rain,5,4.75,Express,0.31259449466332373,10,0,6.39
53.9,65.13643819302867,Clear,3,3.99,Express,1.4056898101061823,16,0,8.96
59.9,31.166437062414037,Rain,8,1.74,Standard,1.287332801078372,16,0,9.23
18.6,53.326309751388976,Clear,7,2.1,Standard,1.8299802437165655,6,1,5.67
21.1,50.57418239649218,Rain,1,4.61,Express,1.4352726105548879,5,0,5.22
30.0,33.881147991929254,Rain,8,0.79,Standard,1.5631709985606452,8,1,7.56
30.8,53.113745495894904,Clear,3,0.57,Express,0.33163226790360073,9,1,3.55
23.6,49.779326087085295,Rain,5,3.45,Standard,1.362790547123352,6,1,8.47
16.7,48.49061457489114,Clear,3,3.28,Standard,2.1779159025522032,7,1,7.34
25.5,47.6671353871274,Clear,4,3.65,Standard,0.31794506395426303,5,0,5.78
59.8,81.48508387027846,Clear,2,3.29,Express,2.0598168042089684,14,0,9.19
19.6,48.453343910190725,Clear,3,4.08,Standard,0.4154549361590687,7,0,3.16
29.1,55.89407901340476,Rain,6,6.5,Standard,0.2036201284650181,7,1,8.4
80.0,53.94223517901887,Clear,8,3.09,Standard,1.0073403103483867,18,0,9.64
19.5,45.90969669338795,Clear,2,1.03,Express,1.3011372912901666,6,0,3.33
36.5,56.43108518261856,Clear,5,0.71,Express,1.4382250867805855,8,1,6.22
61.1,56.17631072975974,Rain,2,2.43,Express,0.12676630545875878,16,1,9.1
34.9,56.43561748418589,Rain,3,2.47,Express,1.1041780680780033,7,1,7.4
44.5,39.533803442264414,Rain,3,1.17,Standard,0.32011179996154643,11,0,7.38
38.9,51.289758869452456,Rain,6,0.5,Standard,0.0,10,0,6.05
33.5,68.68579375629744,Clear,1,2.31,Standard,0.14988457912705078,7,0,4.87
50.2,51.763300635159275,Clear,8,8.29,Standard,0.2743697438309274,12,0,8.35
35.9,57.91207442682265,Clear,6,3.97,Express,1.1651166122467551,8,1,6.39
23.7,58.006666013074394,Clear,3,3.75,Express,1.606549564148068,9,0,6.27
28.0,62.51311235321051,Rain,7,2.75,Standard,0.0,6,0,6.51
31.3,65.0557164702486,Clear,2,2.43,Standard,1.046372751945639,7,1,6.87
21.0,51.865289024514034,Rain,6,4.23,Express,0.0,4,0,2.47
28.6,38.595964544342266,Clear,6,1.27,Standard,1.2403597863098001,6,1,6.08
26.6,33.06312408385224,Clear,8,9.63,Standard,0.36408859329737653,10,1,6.96
35.8,73.31835542925447,Clear,7,1.34,Standard,0.06406968738370489,10,1,6.53
69.5,68.86450806347919,Rain,7,4.48,Standard,1.3597651607433023,16,0,10.59
29.5,66.68856431807548,Rain,7,1.44,Standard,0.3891541761884336,7,0,5.33
54.6,69.60166350152812,Rain,8,3.34,Standard,0.5788252340531113,14,1,10.05
35.2,52.091992294734005,Clear,1,4.79,Standard,0.0,8,1,5.56
28.6,43.75222448022009,Storm,3,0.88,Express,1.4625859529964316,9,0,7.58
20.4,37.352666623635315,Clear,3,1.56,Standard,1.374635964818375,5,0,4.34
28.7,35.39170006146101,Clear,5,1.63,Standard,0.8038204909969198,7,0,6.16
27.8,76.81885639390596,Storm,8,2.57,Express,0.0,9,1,8.2
17.7,46.12339259642532,Clear,1,3.62,Standard,1.6465584248343341,7,0,5.79
19.2,73.98746324579596,Rain,5,8.39,Standard,0.3336156295474462,7,0,6.76
31.4,51.63605505314828,Clear,5,2.08,Express,0.48265258492958835,7,0,5.04
54.3,42.827658251636365,Clear,5,8.06,Standard,2.4184308394516716,12,0,10.31
25.1,35.301433644097415,Rain,8,3.88,Express,0.30745448912353934,7,1,5.73
11.4,44.41322157422049,Clear,4,1.31,Standard,1.3195469736985503,3,0,4.99
7.2,80.52829809231322,Rain,5,2.75,Standard,1.1934645834578324,5,0,7.05
14.7,35.48421856396338,Clear,6,1.04,Standard,1.0731205350160598,1,0,2.92
36.9,93.10144278663371,Clear,2,2.43,Standard,0.9974003797881577,8,0,6.02
12.6,39.86906630554641,Clear,6,2.31,Express,1.0634719933224397,4,0,2.91
39.9,68.49909947172242,Clear,6,3.38,Standard,0.9903584136583783,6,0,5.65
35.9,52.385476703410205,Clear,3,4.49,Express,0.7636571488567574,7,0,5.17
24.6,49.22992751452866,Clear,4,2.9,Express,1.8578981868775195,8,1,6.5
17.8,32.114426011747554,Rain,8,1.42,Standard,0.0,6,0,4.61
22.8,53.22892631047772,Clear,5,7.02,Express,1.5150206728107636,9,1,6.22
31.0,34.150852065411925,Clear,3,8.72,Standard,1.3756396090812861,11,0,8.22
12.8,24.73161220418607,Clear,1,2.71,Standard,1.2888793849305809,5,0,4.26
51.6,57.15277620791409,Clear,1,3.77,Express,1.58188559934809,13,0,7.67
30.9,43.562384076956405,Rain,8,2.61,Standard,0.735180423312125,8,0,7.6
32.7,85.31827329024966,Storm,3,3.4,Standard,0.0,5,0,7.44
35.8,73.0003908716708,Clear,2,3.52,Standard,0.7493951381998599,7,0,7.76
49.1,85.55377926406186,Rain,8,1.18,Standard,0.10616404766281196,12,0,7.75
28.7,42.744107718857826,Clear,3,2.46,Standard,0.2876985530993553,9,0,6.45
36.9,57.45047932236317,Clear,3,5.75,Standard,0.0,10,0,5.36
17.9,10.0,Rain,4,5.44,Standard,0.465858599089316,4,0,5.25
60.0,49.92755714763897,Clear,8,2.43,Standard,0.38236341421158565,15,0,7.53
27.7,56.772970264444254,Rain,1,3.56,Standard,0.0,10,1,7.26
17.9,57.7728653986319,Rain,1,2.56,Standard,1.2901553378976025,7,0,5.79
20.4,54.23736861024989,Clear,5,4.6,Standard,2.3542253006034173,8,1,7.91
8.7,56.198666291530024,Rain,6,0.88,Express,1.2243660354474022,3,0,3.77
20.3,10.0,Rain,8,4.24,Standard,0.6579532304260406,8,1,6.97
6.3,59.61199304947561,Clear,3,7.31,Standard,0.7616775230266492,3,0,4.16
38.3,63.7019180547407,Clear,8,1.85,Standard,0.5053098923907768,10,1,8.24
32.2,79.08445724731932,Clear,3,6.7,Standard,0.8630291087068709,9,0,6.39
15.2,61.63728506698475,Storm,2,3.68,Standard,0.7740943341487365,5,0,5.88
25.3,52.64673279916171,Rain,8,2.9,Express,0.21126609872119395,6,0,5.7
25.9,74.88895460015749,Clear,7,2.42,Express,1.978021872263482,7,0,5.79
13.5,12.567983957209378,Clear,7,6.85,Express,0.0,6,1,3.63
23.1,45.730926448711415,Clear,1,2.56,Express,1.3028320802359723,6,0,4.07
26.3,41.21542035894319,Clear,2,7.99,Standard,0.7291616608777277,9,0,5.16
22.7,54.3786076030364,Clear,4,7.43,Standard,2.1305822705460216,8,0,7.47
17.9,15.423529379875035,Clear,5,2.18,Express,1.038605219473755,5,0,4.29
14.9,78.75344192038693,Clear,2,2.69,Standard,0.5480661239717263,7,0,5.57
22.3,50.50342180568357,Clear,1,0.69,Express,0.626604961095852,6,0,3.51
19.0,60.73834044086081,Clear,4,2.96,Standard,0.8279346861638328,8,0,6.16
34.6,59.015642051078096,Clear,3,3.21,Express,4.6513502519496264e-05,10,0,3.84
50.6,77.7248181077851,Rain,4,6.14,Standard,0.26319133241746184,12,0,8.52
40.9,21.48489757226715,Clear,6,7.68,Express,0.0,9,0,5.53
26.8,57.021780978456626,Clear,8,4.88,Standard,0.15391617113813438,7,0,5.46
18.2,75.6312086926875,Clear,2,5.83,Standard,0.8657345371623149,5,0,5.4
40.3,53.236243959027554,Clear,1,2.69,Standard,1.0101225344991647,8,0,5.36
35.7,37.87715092351057,Clear,2,1.24,Express,0.0,9,1,2.7
48.8,44.129977918195856,Clear,3,3.67,Express,0.7039518078690598,11,1,7.17
28.7,47.92704396748472,Clear,7,6.07,Standard,1.1943869655754926,9,1,7.6
58.4,42.02109946858619,Rain,3,0.36,Standard,0.6859614646366353,16,0,9.01
28.7,52.24939989278753,Rain,1,3.32,Standard,0.3563479479555398,6,1,5.9
18.2,82.14845325733003,Rain,6,0.76,Express,0.5114871984662503,8,0,4.58
20.0,44.24743422032531,Rain,5,1.75,Standard,0.4214656515159446,6,0,5.21
33.8,46.221868462978016,Rain,8,3.4,Standard,0.35428860862436,7,0,7.23
19.0,63.276050512905634,Clear,8,7.76,Standard,0.9216764676713939,7,1,6.86
58.2,51.85323344865023,Clear,4,3.1,Standard,2.4153817594148155,13,1,10.64
32.4,31.074667599792114,Clear,4,4.68,Standard,0.27941005816637177,8,0,4.54
26.5,53.89860811997761,Clear,3,3.65,Standard,0.5773001571370012,7,0,5.17
27.6,53.21995421685534,Rain,2,1.83,Express,0.7638114424373379,6,0,4.95
22.6,72.56221021788676,Clear,7,4.13,Express,0.31885189594919455,8,1,6.2
9.9,37.5012568323521,Clear,2,1.21,Standard,1.5687650624663987,4,1,4.85
20.0,72.68175068959798,Clear,6,3.07,Express,0.0,4,0,4.88
54.5,53.23904538220101,Clear,5,6.77,Standard,0.4282585807349271,14,0,7.22
29.1,35.05704992353007,Rain,8,3.47,Standard,1.3728196154239733,6,0,7.14
43.2,31.441990382615284,Rain,2,3.65,Standard,0.5941339841279565,9,1,7.52
43.9,89.81899350235354,Clear,8,2.43,Standard,0.22541272880479613,13,1,8.41
25.4,52.12151158896207,Rain,4,0.93,Express,1.108529728107135,5,0,4.47
36.0,71.85707410114878,Clear,8,2.62,Standard,1.4344402647780066,6,0,8.35
10.5,24.253850897053667,Rain,7,5.27,Standard,0.947444811650541,5,1,6.03
52.3,100.0,Clear,8,3.96,Express,0.23914574813098177,12,0,6.54
50.2,71.07840331060831,Clear,2,1.27,Standard,1.1193423234062203,12,1,8.03
33.3,50.40207614520624,Clear,7,0.73,Express,0.518565489807647,8,0,4.32
29.6,49.48901455860082,Rain,8,1.81,Express,1.3216308173256794,8,1,8.9
25.6,68.22276630945393,Storm,5,2.64,Standard,1.8382812193996136,6,1,10.11
45.8,67.18927036105084,Clear,4,2.77,Express,0.0,13,0,5.79
38.1,58.2855270471539,Clear,8,2.8,Standard,0.8777472312369429,7,1,6.97
4.9,55.19581764764015,Storm,7,3.08,Standard,0.0,4,0,6.32
21.4,65.09920751246649,Clear,2,4.04,Standard,2.5092520097308393,7,1,8.38
13.9,23.64933604455681,Clear,4,2.31,Standard,0.47231282634266675,4,1,1.74
12.5,48.31705517294345,Clear,3,1.54,Express,1.3224612692777606,3,0,3.89
45.5,25.35645055072877,Clear,3,4.35,Standard,0.775278198283573,13,0,6.89
25.3,65.88266220464509,Rain,6,5.35,Standard,0.23784079349665843,6,0,5.44
33.0,42.83534852140025,Rain,3,2.06,Express,0.15456286697580135,8,1,6.02
27.0,26.7115945837748,Clear,2,9.67,Standard,1.909975421170531,9,1,9.59
12.6,40.71184256765855,Clear,5,7.5,Standard,1.4691566421248177,5,0,6.21
10.7,57.68841162638413,Rain,4,1.33,Standard,2.160508861164294,1,1,7.24
20.6,51.30588911399542,Clear,7,0.77,Express,0.8388173346103894,9,0,5.68
21.5,33.883181937410086,Rain,1,2.72,Standard,1.0015437348722003,6,0,4.91
21.5,24.31236516884891,Clear,3,3.67,Standard,0.6129659040412984,6,0,3.01
21.8,56.330790166549036,Clear,3,9.59,Standard,0.5990424578194936,7,0,6.66
67.1,44.5461740784917,Storm,1,9.39,Standard,0.07067914726584223,16,0,10.82
42.9,50.35454722244708,Rain,7,4.69,Standard,0.858807133647046,14,0,7.63
29.3,52.125666625210606,Clear,7,2.35,Standard,0.24752738357966209,5,0,4.87
25.0,62.74118236915573,Rain,1,6.31,Standard,1.109336245514942,8,1,8.29
25.4,70.24503703185843,Clear,7,3.33,Standard,0.9190071532861468,8,0,6.14
37.4,57.63716561725197,Clear,2,1.13,Standard,1.0013774305730057,9,0,5.5
24.9,49.23167410432641,Storm,7,1.16,Express,1.9725909577831582,8,0,7.64
40.7,55.44574368572445,Rain,4,2.36,Standard,0.7735974351640862,12,1,8.13
31.0,48.89373458932681,Clear,7,5.66,Standard,1.3297089019973998,6,1,5.82
67.4,25.43403963460382,Clear,8,1.42,Standard,2.236056624859907,18,1,10.4
24.1,74.65503108321235,Clear,8,2.35,Standard,1.7146319485065333,4,1,5.97
44.5,71.26189952478046,Clear,3,7.46,Standard,1.6072187889183913,9,0,9.04
14.5,90.79001188445073,Clear,5,3.95,Standard,0.58531824913565,5,0,4.11
18.5,96.04898751659695,Rain,2,4.26,Standard,0.9607501388974578,9,1,8.42
62.9,33.83163761945031,Clear,2,5.79,Express,0.0,14,1,6.79
39.9,48.96280143318109,Rain,7,2.39,Standard,1.1492400806750902,10,0,7.46
33.3,100.0,Clear,5,7.78,Express,0.9921221243296892,11,1,8.11
76.3,54.27008891951977,Clear,5,4.78,Standard,0.8163695876093268,17,1,9.69
25.2,59.39579624584154,Clear,6,2.83,Express,1.519036351770002,5,1,5.92
44.4,27.619660869497572,Clear,5,6.88,Standard,0.0,10,1,6.28
46.1,57.705195368381936,Clear,7,4.64,Standard,1.944403995812243,13,0,8.61
55.9,89.7749267456636,Storm,7,3.03,Express,1.4312352815581986,13,0,10.94
13.6,78.15926458186351,Clear,1,4.34,Standard,0.7505562142436182,8,0,4.42
25.1,44.02027681266622,Storm,3,1.64,Standard,0.6958892885278245,8,0,6.17
30.7,47.86630540176851,Clear,8,6.32,Standard,1.136427850674016,7,1,7.54
55.5,34.643794735103256,Storm,6,9.49,Express,1.8645958624446457,13,0,11.12
32.6,39.679063475505295,Clear,7,0.89,Standard,0.8711254030830076,7,0,5.62
46.1,20.616185281843542,Storm,1,2.05,Express,0.9008216313854583,10,0,7.55
13.0,53.47324585612463,Clear,6,1.93,Standard,0.81268293433811,11,1,5.73
22.1,82.1819922387474,Rain,3,4.97,Standard,2.0474168788910307,8,0,8.74
50.1,61.39777463368749,Rain,6,3.54,Standard,0.5417818279440834,13,0,8.6
23.7,79.59230181938318,Clear,1,2.27,Standard,0.7793446809666502,6,0,3.77
26.1,74.31848921666797,Clear,4,2.52,Standard,1.8244049579826962,10,0,5.81
55.0,45.157454387692695,Clear,8,2.13,Standard,0.9029075835290046,15,1,10.06
16.3,41.328880094683925,Storm,7,4.58,Standard,1.5959412020318657,8,1,8.83
18.3,42.0186779766738,Clear,8,3.5,Standard,0.16210396016792905,8,0,5.42
12.3,24.09288492804312,Clear,3,2.44,Standard,0.6562952348600402,2,1,3.48
